Protein,WT,WT,AT3G44750,AT3G44750,AT5G22650,AT5G22650
AT1G74920,2,1,0,0,0,0
AT1G14000,2,1,0,0,0,0
AT1G08980,2,1,0,0,1,0
AT5G36210,4,1,0,0,0,0
AT2G33800,1,2,14,9,2,2
AT1G31780,4,2,7,3,5,4
AT5G03540,2,2,7,4,1,1
AT5G16510,2,2,5,5,6,5
AT1G48050,5,2,4,4,3,3
AT3G22990,2,2,4,3,3,3
AT1G20540,0,2,4,4,1,2
AT1G60200,4,2,4,5,1,1
AT2G39770,2,2,4,4,1,1
AT5G65950,0,2,4,2,1,1
AT4G38200,0,2,4,2,3,1
AT1G03910,3,2,4,0,2,1
AT2G43120,3,2,4,3,0,0
AT1G16610,1,2,4,2,1,0
AT2G25060,3,2,3,3,5,5
AT3G09200,4,2,3,3,3,4
AT1G17370,4,2,3,5,3,3
AT1G10760,1,2,3,1,1,3
AT3G07300,1,2,3,3,0,2
AT1G03060,1,2,3,1,1,2
AT5G46630,2,2,3,0,4,2
AT5G60210,3,2,3,0,0,2
AT3G56640,1,2,3,1,0,1
AT5G54440,1,2,3,5,0,0
AT3G02110,1,2,3,3,0,0
AT4G26390,3,2,3,3,1,0
AT2G34730,3,2,3,3,0,0
AT3G57060,1,2,3,2,3,0
AT3G49010,2,2,2,4,8,12
AT3G04920,2,2,2,2,4,6
AT2G10940,3,2,2,2,1,3
AT2G44530,1,2,2,4,2,2
AT1G16970,2,2,2,4,5,2
AT3G07390,0,2,2,2,3,2
AT3G20720,1,2,2,2,1,2
AT5G52360,2,2,2,2,0,2
AT4G25590,2,2,2,2,0,2
AT4G13520,2,2,2,2,2,2
AT3G13120,2,2,2,2,2,2
AT2G15690,2,2,2,2,0,2
AT5G18410,3,2,2,2,3,2
AT5G60980,5,2,2,2,3,2
AT5G56950,0,2,2,1,2,2
AT5G25070,1,2,2,1,1,2
AT1G66670,1,2,2,1,1,2
AT3G61530,1,2,2,0,0,2
AT2G43530,1,2,2,0,3,2
AT4G04910,2,2,2,0,3,2
AT1G24190,3,2,2,6,3,1
AT2G03150,0,2,2,3,3,1
AT3G22320,2,2,2,3,3,1
ATCG00800,3,2,2,3,2,1
AT1G35680,3,2,2,3,1,1
AT5G18820,0,2,2,2,1,1
ATCG00750,1,2,2,2,4,1
AT2G27880,1,2,2,2,2,1
AT2G27530,1,2,2,2,1,1
AT1G08520,1,2,2,2,3,1
AT5G15530,2,2,2,2,3,1
AT3G01310,2,2,2,2,0,1
AT2G21170,2,2,2,2,1,1
AT4G10840,3,2,2,2,2,1
AT3G27850,3,2,2,2,2,1
AT3G27830,3,2,2,2,2,1
AT4G16060,1,2,2,1,2,1
AT3G04290,1,2,2,1,2,1
AT5G64040,2,2,2,1,0,1
AT2G32090,2,2,2,1,3,1
AT4G11260,3,2,2,1,1,1
AT4G27500,1,2,2,0,1,1
AT4G30330,2,2,2,0,0,1
AT1G29940,0,2,2,3,0,0
AT3G53580,2,2,2,3,3,0
AT4G27570,3,2,2,3,1,0
AT5G16450,1,2,2,2,0,0
AT1G80210,1,2,2,2,0,0
AT3G04520,2,2,2,2,0,0
AT1G25211,2,2,2,2,1,0
AT1G25150,2,2,2,2,1,0
AT1G25055,2,2,2,2,1,0
AT1G24881,2,2,2,2,1,0
AT1G24800,2,2,2,2,1,0
AT1G01470,2,2,2,2,0,0
AT2G24490,3,2,2,2,0,0
AT3G53460,4,2,2,2,1,0
AT3G05000,1,2,2,1,0,0
AT5G58590,2,2,2,1,1,0
AT3G21200,2,2,2,1,0,0
AT3G60240,3,2,2,1,1,0
AT5G16240,0,2,2,0,1,0
AT5G47910,3,2,1,2,2,3
AT3G54050,0,2,1,0,1,3
AT2G24590,1,2,1,0,1,3
AT3G52200,2,2,1,2,2,2
AT2G13560,2,2,1,2,0,2
AT1G12430,0,2,1,1,1,2
AT5G20570,1,2,1,1,0,2
AT1G15930,1,2,1,1,1,2
AT2G27710,2,2,1,1,1,2
AT4G30200,0,2,1,0,1,2
AT3G14310,0,2,1,0,1,2
AT5G18380,2,2,1,3,4,1
AT3G21750,2,2,1,3,0,1
AT4G33650,3,2,1,3,2,1
AT3G59760,1,2,1,2,0,1
AT1G23190,1,2,1,2,1,1
AT1G09130,1,2,1,2,2,1
AT5G07460,2,2,1,2,1,1
AT4G17040,2,2,1,2,2,1
AT2G37020,2,2,1,2,1,1
AT2G03440,2,2,1,2,1,1
AT3G25150,4,2,1,2,1,1
AT5G55160,1,2,1,1,2,1
AT5G25150,1,2,1,1,2,1
AT4G33510,1,2,1,1,1,1
AT4G19210,1,2,1,1,1,1
AT3G23840,1,2,1,1,1,1
AT3G06820,1,2,1,1,2,1
AT1G62740,1,2,1,1,2,1
AT2G02930,2,2,1,1,1,1
AT1G50670,2,2,1,1,1,1
AT1G21440,2,2,1,1,0,1
AT3G59770,3,2,1,1,0,1
AT3G10270,3,2,1,1,0,1
AT1G49540,3,2,1,1,1,1
AT4G34215,4,2,1,1,0,1
AT5G63670,0,2,1,0,0,1
AT3G61480,0,2,1,0,0,1
AT1G52760,0,2,1,0,1,1
AT3G08780,2,2,1,4,1,0
AT4G00570,0,2,1,3,0,0
AT4G36350,2,2,1,3,1,0
AT3G17940,2,2,1,3,0,0
AT5G18100,4,2,1,3,2,0
AT4G05530,0,2,1,2,0,0
AT4G28550,1,2,1,2,0,0
AT1G47710,1,2,1,2,1,0
AT1G47500,1,2,1,2,0,0
AT1G47490,1,2,1,2,0,0
AT2G40490,2,2,1,2,0,0
AT3G59890,3,2,1,2,0,0
AT2G35010,3,2,1,2,0,0
AT3G42790,0,2,1,1,0,0
AT1G59760,0,2,1,1,0,0
AT1G23860,0,2,1,1,0,0
AT1G02150,0,2,1,1,0,0
AT5G51830,1,2,1,1,0,0
AT5G46210,1,2,1,1,1,0
AT5G10160,1,2,1,1,0,0
AT3G06530,1,2,1,1,3,0
AT1G79470,1,2,1,1,1,0
AT1G03475,1,2,1,1,1,0
AT5G28050,2,2,1,1,1,0
AT3G54900,2,2,1,1,0,0
AT3G52560,2,2,1,1,0,0
AT2G36060,2,2,1,1,0,0
AT2G05380,2,2,1,1,0,0
AT5G04130,3,2,1,1,0,0
AT4G13560,3,2,1,1,2,0
AT3G52090,3,2,1,1,3,0
AT1G12930,0,2,1,0,1,0
AT3G46940,1,2,1,0,1,0
AT1G63770,1,2,1,0,0,0
AT1G18500,1,2,1,0,0,0
AT3G10410,1,2,0,1,1,3
AT3G54760,2,2,0,1,4,3
AT1G44900,1,2,0,2,1,2
AT1G20340,2,2,0,1,2,2
AT1G07750,4,2,0,4,0,1
AT2G09990,1,2,0,2,3,1
AT4G10040,0,2,0,1,1,1
AT3G24480,0,2,0,1,2,1
AT2G41060,0,2,0,1,0,1
AT1G22840,0,2,0,1,1,1
AT3G20790,1,2,0,1,0,1
AT2G47790,2,2,0,1,0,1
AT4G23100,3,2,0,1,1,1
AT1G66430,0,2,0,0,2,1
AT2G35450,1,2,0,0,0,1
AT5G33370,2,2,0,4,1,0
AT2G02740,2,2,0,4,0,0
AT4G26300,2,2,0,3,0,0
AT3G54250,3,2,0,3,0,0
AT4G03190,0,2,0,2,0,0
AT1G17720,0,2,0,2,0,0
AT1G74260,2,2,0,2,0,0
AT1G33680,2,2,0,2,0,0
AT2G43910,3,2,0,2,0,0
AT2G43360,3,2,0,2,1,0
AT5G65750,0,2,0,1,0,0
AT5G38640,0,2,0,1,0,0
AT5G23250,0,2,0,1,0,0
AT5G10900,0,2,0,1,0,0
AT4G21650,0,2,0,1,0,0
AT3G55410,0,2,0,1,0,0
AT3G26420,0,2,0,1,0,0
AT2G35040,0,2,0,1,0,0
AT5G58030,1,2,0,1,0,0
AT5G28500,1,2,0,1,0,0
AT5G17710,1,2,0,1,2,0
AT4G14930,1,2,0,1,0,0
AT4G05190,1,2,0,1,0,0
AT2G43160,1,2,0,1,0,0
AT2G24696,1,2,0,1,1,0
AT2G18230,1,2,0,1,0,0
AT1G72810,1,2,0,1,0,0
AT1G64190,1,2,0,1,0,0
AT5G20070,2,2,0,1,0,0
AT3G48110,2,2,0,1,1,0
AT2G14170,2,2,0,1,0,0
AT1G79230,2,2,0,1,1,0
AT1G31730,2,2,0,1,1,0
AT4G14680,3,2,0,1,0,0
AT5G54960,4,2,0,1,2,0
AT5G42840,0,2,0,0,1,0
AT4G27320,0,2,0,0,0,0
AT4G27060,0,2,0,0,0,0
AT3G44600,0,2,0,0,0,0
AT3G29160,0,2,0,0,0,0
AT3G14810,0,2,0,0,0,0
AT3G01090,0,2,0,0,0,0
AT2G35120,0,2,0,0,0,0
AT2G32920,0,2,0,0,0,0
AT2G30060,0,2,0,0,0,0
AT2G18170,0,2,0,0,0,0
AT2G17265,0,2,0,0,0,0
AT2G17190,0,2,0,0,0,0
AT1G30820,0,2,0,0,0,0
AT1G20920,0,2,0,0,2,0
AT1G18030,0,2,0,0,0,0
AT1G07990,0,2,0,0,0,0
AT5G48370,1,2,0,0,0,0
AT5G23290,1,2,0,0,0,0
AT4G20020,1,2,0,0,0,0
AT3G56190,1,2,0,0,0,0
AT3G52630,1,2,0,0,0,0
AT3G51840,1,2,0,0,0,0
AT3G07030,1,2,0,0,0,0
AT2G32520,1,2,0,0,0,0
AT2G21270,1,2,0,0,0,0
AT1G48030,1,2,0,0,0,0
AT5G19140,2,2,0,0,0,0
AT4G02520,2,2,0,0,0,0
AT3G48420,2,2,0,0,0,0
AT2G41430,2,2,0,0,0,0
AT1G75220,2,2,0,0,2,0
AT3G20390,3,2,0,0,0,0
AT1G23900,4,2,0,0,0,0
AT1G12470,6,3,7,8,3,6
AT1G54080,4,3,6,5,2,4
AT3G52990,6,3,6,7,3,3
AT5G28840,4,3,6,3,3,0
AT2G46140,3,3,5,3,4,6
AT3G04490,2,3,5,1,4,6
AT5G67630,4,3,5,5,3,3
AT5G23740,6,3,5,5,7,2
AT5G37720,4,3,5,4,6,1
AT2G36810,0,3,5,0,2,1
AT5G06160,3,3,5,4,4,0
AT3G11510,2,3,4,4,6,5
AT4G18040,4,3,4,4,5,5
AT3G03570,1,3,4,3,0,4
AT1G17290,4,3,4,6,2,3
AT4G19490,3,3,4,6,3,2
AT1G01300,2,3,4,4,3,2
AT4G31880,3,3,4,6,3,1
AT2G27900,1,3,4,2,1,1
AT5G23940,3,3,4,2,0,1
AT2G35110,3,3,4,2,3,1
AT5G56350,4,3,4,3,2,0
AT5G47870,3,3,3,2,2,5
AT5G13930,7,3,3,10,7,4
AT2G02010,0,3,3,2,4,4
AT2G43180,4,3,3,2,4,4
AT5G36880,5,3,3,8,1,3
AT1G26110,1,3,3,5,4,3
AT1G08190,2,3,3,4,3,3
AT4G05180,1,3,3,2,2,3
AT3G52370,1,3,3,2,3,3
AT2G35860,0,3,3,1,2,3
AT5G61140,1,3,3,5,3,2
AT4G32640,6,3,3,4,2,2
AT1G35220,2,3,3,3,1,2
AT4G26430,5,3,3,3,1,2
AT5G55730,3,3,3,2,2,2
AT2G36580,4,3,3,7,2,1
AT2G29310,3,3,3,3,1,1
AT1G59900,4,3,3,3,2,1
AT3G23780,0,3,3,2,4,1
AT3G18090,0,3,3,2,4,1
AT5G28900,1,3,3,2,1,1
AT5G28850,1,3,3,2,1,1
AT4G02840,2,3,3,2,2,1
AT3G52180,2,3,3,2,1,1
AT3G27670,2,3,3,2,2,1
AT1G06260,2,3,3,2,1,1
AT1G02560,2,3,3,2,1,1
AT3G08030,1,3,3,1,1,1
AT5G47010,2,3,3,1,1,1
AT1G78580,3,3,3,1,0,1
AT2G18740,2,3,3,0,0,1
AT2G29300,2,3,3,3,1,0
AT1G70620,2,3,3,2,0,0
AT1G79690,3,3,3,2,0,0
AT4G32840,4,3,3,2,0,0
AT3G52750,2,3,3,1,0,0
AT2G36250,2,3,3,1,0,0
AT1G48860,6,3,3,1,0,0
AT4G39280,3,3,2,6,1,3
AT3G14067,2,3,2,4,1,3
AT3G20800,3,3,2,3,1,3
AT1G78380,4,3,2,3,2,3
AT1G12780,2,3,2,2,2,3
AT2G43710,4,3,2,2,1,3
AT1G23740,5,3,2,6,2,2
AT5G56630,2,3,2,3,2,2
AT4G26270,2,3,2,3,2,2
AT3G57610,5,3,2,3,2,2
AT5G47930,1,3,2,2,0,2
AT3G04790,2,3,2,2,2,2
AT5G47700,1,3,2,1,2,2
AT5G20920,1,3,2,1,4,2
AT1G49630,2,3,2,5,2,1
AT4G31990,3,3,2,4,2,1
AT3G06500,0,3,2,3,1,1
AT1G11840,2,3,2,3,3,1
ATCG01060,3,3,2,3,3,1
AT2G18040,5,3,2,3,1,1
AT3G05820,0,3,2,2,2,1
AT5G54190,2,3,2,2,3,1
AT3G05190,2,3,2,2,2,1
AT1G79550,2,3,2,2,2,1
AT1G10670,2,3,2,2,1,1
AT4G16500,3,3,2,2,2,1
AT4G04950,4,3,2,2,0,1
AT2G22230,1,3,2,1,0,1
AT1G17745,1,3,2,1,1,1
AT4G17330,2,3,2,1,1,1
AT3G02360,3,3,2,0,0,1
AT2G47940,2,3,2,6,1,0
AT5G07440,3,3,2,6,1,0
AT1G56360,1,3,2,4,2,0
AT3G62840,2,3,2,4,1,0
AT2G47640,2,3,2,4,1,0
AT5G26830,3,3,2,4,1,0
AT5G22330,3,3,2,3,2,0
AT5G62930,1,3,2,2,1,0
AT2G34970,1,3,2,2,0,0
AT5G53850,2,3,2,2,0,0
AT5G14910,2,3,2,2,0,0
AT4G35420,2,3,2,2,2,0
AT1G06680,2,3,2,2,2,0
AT2G38540,3,3,2,2,2,0
AT2G38360,1,3,2,1,1,0
AT5G01400,2,3,2,0,0,0
AT1G65150,3,3,2,0,0,0
AT1G32500,3,3,2,0,5,0
AT3G22330,1,3,1,1,1,5
AT1G20950,4,3,1,4,0,4
AT5G64420,4,3,1,6,2,3
AT4G31160,3,3,1,3,0,3
AT1G30470,5,3,1,3,4,3
AT5G48480,3,3,1,2,2,3
AT2G23810,1,3,1,3,2,2
AT5G62600,1,3,1,1,2,2
AT1G29370,1,3,1,1,1,2
AT1G29350,1,3,1,1,1,2
AT5G59890,2,3,1,1,1,2
AT3G57810,3,3,1,1,1,2
AT3G63140,2,3,1,4,1,1
AT5G63980,3,3,1,4,1,1
AT1G70060,3,3,1,4,1,1
AT1G06020,3,3,1,4,1,1
AT4G02570,2,3,1,3,3,1
AT2G45600,2,3,1,2,1,1
AT2G17130,3,3,1,2,2,1
AT1G35310,3,3,1,2,0,1
AT3G28220,4,3,1,2,1,1
AT1G60830,4,3,1,2,1,1
AT1G66850,0,3,1,1,2,1
AT2G27720,1,3,1,1,1,1
AT5G35980,3,3,1,1,1,1
AT2G41500,1,3,1,0,0,1
AT1G60970,2,3,1,0,0,1
AT1G19920,2,3,1,0,0,1
AT5G19350,1,3,1,3,6,0
AT2G44040,3,3,1,3,0,0
AT4G08350,5,3,1,3,0,0
AT5G67320,1,3,1,2,0,0
AT4G22320,1,3,1,2,0,0
AT1G62380,1,3,1,2,0,0
AT4G04640,2,3,1,2,0,0
AT2G27680,2,3,1,2,1,0
AT1G62750,3,3,1,2,0,0
AT2G04842,4,3,1,2,1,0
AT4G27180,1,3,1,1,0,0
AT4G11010,1,3,1,1,0,0
AT2G24020,2,3,1,1,1,0
AT5G57890,3,3,1,1,0,0
AT3G07480,3,3,1,1,0,0
AT1G31070,3,3,1,1,0,0
AT1G25220,3,3,1,1,0,0
AT1G25155,3,3,1,1,0,0
AT1G25083,3,3,1,1,0,0
AT1G24909,3,3,1,1,0,0
AT1G24807,3,3,1,1,0,0
AT5G52820,0,3,1,0,0,0
AT1G68540,0,3,1,0,0,0
AT5G16290,3,3,1,0,0,0
AT2G45300,4,3,1,0,0,0
AT1G31160,5,3,1,0,1,0
AT3G51800,4,3,0,4,2,3
AT1G09210,3,3,0,7,3,2
AT2G20420,3,3,0,2,1,2
AT5G04740,4,3,0,1,2,2
AT3G22200,1,3,0,3,1,1
AT4G35650,1,3,0,2,2,1
AT1G50480,4,3,0,1,1,1
AT5G44710,1,3,0,0,0,1
AT4G36130,2,3,0,0,1,1
AT2G33410,2,3,0,0,0,1
AT3G25230,3,3,0,3,1,0
AT4G00430,1,3,0,2,2,0
AT1G48520,1,3,0,2,0,0
AT4G02770,2,3,0,2,0,0
AT2G46580,2,3,0,2,1,0
AT1G03130,2,3,0,2,0,0
AT5G58490,3,3,0,2,0,0
AT4G39860,4,3,0,2,0,0
AT3G18000,4,3,0,2,1,0
AT5G41670,0,3,0,1,0,0
AT5G12040,0,3,0,1,0,0
AT5G08300,0,3,0,1,0,0
AT4G34050,0,3,0,1,0,0
AT3G56860,0,3,0,1,0,0
AT3G25660,0,3,0,1,0,0
AT5G26667,1,3,0,1,0,0
AT5G06460,1,3,0,1,0,0
AT3G63170,1,3,0,1,0,0
AT3G25545,1,3,0,1,0,0
AT1G51880,1,3,0,1,1,0
AT1G20450,1,3,0,1,0,0
AT2G26060,2,3,0,1,0,0
AT3G23900,3,3,0,1,3,0
AT1G35780,3,3,0,1,0,0
AT5G59420,0,3,0,0,0,0
AT5G59160,0,3,0,0,0,0
AT5G64250,1,3,0,0,0,0
AT5G48020,1,3,0,0,0,0
AT4G32915,1,3,0,0,0,0
AT1G69960,2,3,0,0,3,0
AT5G43060,5,4,10,10,13,8
AT4G11270,7,4,9,10,5,4
AT5G09390,5,4,8,10,4,4
AT2G05170,5,4,8,5,2,2
AT1G67930,3,4,8,2,0,1
AT1G21540,3,4,8,4,1,0
AT5G06120,2,4,7,2,3,7
AT5G59950,3,4,7,4,8,5
AT4G13930,8,4,7,8,6,4
AT1G63640,2,4,7,7,3,3
AT5G10470,3,4,7,6,2,2
AT4G13400,3,4,6,7,3,7
AT5G10360,6,4,6,6,9,3
AT2G47980,3,4,6,6,2,2
AT5G65460,2,4,6,5,3,1
AT2G46020,5,4,6,10,1,0
AT3G19770,3,4,5,4,3,5
AT4G14110,6,4,5,3,2,5
AT3G62030,5,4,5,4,4,4
AT4G21860,5,4,5,6,5,3
AT1G13280,4,4,5,5,2,3
AT3G47650,5,4,5,4,3,3
AT5G22060,3,4,5,3,2,3
AT5G47770,5,4,5,3,3,3
AT3G54860,3,4,5,1,3,3
AT1G04510,5,4,5,4,1,2
AT1G11430,4,4,5,5,1,1
AT5G03650,5,4,5,4,4,1
AT1G78680,2,4,5,4,0,0
AT2G38020,6,4,4,2,5,8
AT2G36160,2,4,4,4,6,5
AT2G14120,6,4,4,7,4,4
AT1G73380,4,4,4,5,0,4
AT3G42850,3,4,4,5,1,3
AT5G22580,5,4,4,3,3,3
AT5G16210,3,4,4,4,8,2
AT3G22230,5,4,4,4,2,2
AT4G30800,6,4,4,4,4,2
AT5G40290,2,4,4,5,1,1
AT1G76810,3,4,4,5,1,1
AT4G35460,4,4,4,4,1,1
AT5G22440,2,4,4,3,2,1
AT4G15802,4,4,4,2,0,1
AT4G09020,1,4,4,1,4,1
AT5G39850,3,4,3,4,12,14
AT5G44500,6,4,3,4,6,5
AT4G20440,6,4,3,4,6,5
AT3G54470,6,4,3,3,1,5
AT5G06390,3,4,3,4,4,4
AT2G16940,3,4,3,4,3,4
AT1G04170,3,4,3,4,3,4
AT2G35370,5,4,3,4,2,4
AT3G16050,3,4,3,4,4,3
AT1G02690,4,4,3,4,3,3
AT1G01100,3,4,3,2,2,3
AT3G28500,2,4,3,1,4,3
AT3G58570,3,4,3,4,2,2
AT2G34040,3,4,3,4,3,2
AT3G16520,7,4,3,4,3,2
AT1G14650,1,4,3,3,4,2
AT5G23140,2,4,3,2,3,2
AT3G61110,2,4,3,2,1,2
AT2G45710,2,4,3,2,1,2
AT1G17100,3,4,3,2,4,2
AT3G18790,4,4,3,2,2,2
AT5G05730,7,4,3,2,1,2
AT1G70830,3,4,3,8,1,1
AT1G65980,3,4,3,5,2,1
AT1G48850,2,4,3,4,0,1
AT5G20280,2,4,3,1,4,1
AT4G11600,1,4,3,0,2,1
AT2G04690,4,4,3,6,1,0
AT5G07350,4,4,3,5,1,0
AT3G53900,5,4,3,2,1,0
AT3G11270,3,4,2,3,5,8
AT3G51000,2,4,2,3,3,4
AT2G18020,2,4,2,3,5,4
AT4G31580,2,4,2,2,2,4
AT1G10430,3,4,2,2,3,4
AT2G43750,5,4,2,6,2,3
AT5G40370,5,4,2,4,3,3
AT1G16300,1,4,2,3,1,3
AT3G09810,4,4,2,2,0,3
AT4G13780,3,4,2,1,3,3
AT2G01520,2,4,2,4,1,2
AT5G13650,5,4,2,4,1,2
AT3G07720,6,4,2,4,0,2
AT3G42050,1,4,2,3,2,2
AT4G26840,4,4,2,3,1,2
AT5G59880,0,4,2,2,3,2
AT5G59290,2,4,2,2,2,2
AT4G24800,2,4,2,2,0,2
AT3G46440,2,4,2,2,2,2
AT3G04470,2,4,2,2,3,2
AT2G43790,4,4,2,2,3,2
AT3G02630,1,4,2,1,1,2
AT1G03630,1,4,2,1,0,2
AT5G53460,3,4,2,1,2,2
AT4G24550,4,4,2,7,0,1
AT3G02720,3,4,2,4,1,1
AT5G62790,4,4,2,4,1,1
AT3G03950,2,4,2,2,0,1
AT3G12270,3,4,2,2,1,1
AT1G07140,3,4,2,2,2,1
AT4G08520,3,4,2,1,0,1
AT1G67230,4,4,2,5,4,0
AT5G14240,0,4,2,4,1,0
AT3G21110,3,4,2,3,0,0
AT5G38470,4,4,2,3,0,0
AT5G20630,4,4,1,1,3,3
AT2G31390,4,4,1,4,1,2
AT2G35490,2,4,1,3,1,2
AT3G06050,3,4,1,3,0,2
AT3G56130,0,4,1,2,2,2
AT3G01540,1,4,1,3,2,1
AT3G23830,4,4,1,2,1,1
AT5G01650,0,4,1,1,0,1
AT1G65560,0,4,1,1,0,1
AT1G01090,5,4,1,4,1,0
AT2G22250,2,4,1,3,0,0
AT5G04430,3,4,1,3,1,0
AT1G32580,3,4,1,3,0,0
AT1G12230,2,4,1,2,0,0
AT3G15610,3,4,1,2,0,0
AT2G31570,3,4,1,2,1,0
AT1G52730,3,4,1,2,0,0
AT1G52380,3,4,1,2,0,0
AT2G17280,5,4,1,2,0,0
AT1G12910,3,4,1,1,0,0
AT4G13850,4,4,1,1,0,0
AT2G25080,4,4,1,1,0,0
AT4G28730,1,4,1,0,1,0
AT4G08870,1,4,1,0,0,0
AT3G12010,2,4,1,0,0,0
AT3G10690,0,4,0,1,2,4
AT3G54930,3,4,0,0,0,3
AT1G56340,4,4,0,6,4,2
AT1G65930,4,4,0,3,3,1
AT5G42390,1,4,0,3,0,0
AT1G18490,1,4,0,3,0,0
AT5G11670,2,4,0,2,2,0
AT2G03750,2,4,0,2,0,0
AT4G16760,3,4,0,2,0,0
AT5G42100,1,4,0,1,0,0
AT3G01180,1,4,0,1,0,0
AT4G14030,2,4,0,1,0,0
AT5G60640,1,4,0,0,1,0
AT3G22850,1,4,0,0,1,0
AT2G24580,1,4,0,0,0,0
AT5G55260,3,4,0,0,0,0
AT4G26720,3,4,0,0,1,0
AT1G02930,5,4,0,0,0,0
AT3G44750,5,5,60,56,49,51
AT2G28290,7,5,10,7,7,6
AT5G13680,9,5,10,9,5,4
AT5G13530,1,5,10,5,4,1
AT5G27970,3,5,9,11,8,7
AT1G13880,7,5,9,9,5,5
AT5G57460,7,5,9,12,4,2
AT2G45640,8,5,8,9,8,4
AT2G38400,2,5,8,10,2,2
AT1G43170,6,5,7,8,15,9
AT5G15020,5,5,7,9,4,4
AT5G23880,5,5,7,6,7,4
AT1G44835,4,5,7,7,3,3
AT4G29060,7,5,7,7,1,1
AT2G29320,4,5,7,6,1,1
AT3G14210,4,5,6,8,5,4
AT3G14100,7,5,6,8,4,4
AT4G29830,7,5,6,5,7,3
AT3G48930,9,5,6,6,10,2
AT3G49250,3,5,6,3,5,2
AT1G56560,1,5,6,4,5,1
AT4G21580,5,5,6,3,2,0
AT1G64330,7,5,5,4,7,4
AT5G65910,7,5,5,6,1,3
AT5G16960,2,5,5,4,3,3
AT3G19170,8,5,5,7,5,2
AT1G43690,3,5,5,4,0,1
AT1G08360,4,5,5,4,2,1
AT4G31840,1,5,4,4,4,7
AT1G65440,4,5,4,4,2,6
AT4G26110,5,5,4,4,5,5
AT3G16950,8,5,4,7,3,4
AT4G15210,2,5,4,6,2,3
AT5G14670,5,5,4,6,6,3
AT3G62290,5,5,4,6,6,3
AT2G47170,5,5,4,6,6,3
AT1G70490,5,5,4,6,6,3
AT1G23490,5,5,4,6,6,3
AT1G10630,5,5,4,6,6,3
AT1G80410,4,5,4,5,0,3
AT4G34850,3,5,4,4,0,2
AT4G26530,9,5,4,4,2,2
AT2G38700,8,5,4,5,0,1
AT1G62640,4,5,4,4,1,1
AT4G29510,5,5,4,4,2,1
AT4G17190,6,5,4,4,2,1
AT4G27000,5,5,4,3,3,1
AT3G13460,5,5,4,5,0,0
AT5G66030,6,5,4,4,8,0
AT5G63570,6,5,3,3,5,4
AT1G05720,3,5,3,0,1,4
AT3G57890,6,5,3,7,2,3
AT3G27740,8,5,3,6,5,3
AT4G10750,4,5,3,4,5,3
AT4G27440,4,5,3,3,3,3
AT3G13330,3,5,3,2,4,3
AT1G72560,3,5,3,5,4,2
AT4G16130,6,5,3,4,0,2
AT3G59510,5,5,3,2,0,2
AT5G63680,6,5,3,6,0,1
AT3G23660,3,5,3,4,0,1
AT3G48000,2,5,3,5,1,0
AT3G18060,7,5,3,4,2,0
AT1G27970,1,5,2,2,3,4
AT4G29340,6,5,2,2,5,4
AT4G09320,4,5,2,5,3,3
AT4G37930,5,5,2,5,2,3
AT2G19770,2,5,2,4,1,3
AT1G32200,4,5,2,4,0,3
AT1G20580,4,5,2,4,4,3
AT3G58140,2,5,2,4,1,2
AT1G70310,4,5,2,3,1,2
AT1G32470,4,5,2,3,2,2
AT1G74960,2,5,2,2,2,2
AT4G08900,6,5,2,2,2,2
AT3G48690,6,5,2,1,0,2
AT3G11700,4,5,2,6,5,1
AT1G80460,6,5,2,5,1,1
AT3G62310,2,5,2,3,0,1
AT2G47250,2,5,2,3,0,1
AT1G22410,2,5,2,3,2,1
AT1G09340,6,5,2,3,3,1
AT1G48600,5,5,2,6,1,0
AT5G13420,3,5,2,4,3,0
AT1G75280,6,5,2,4,0,0
AT1G08830,6,5,2,4,3,0
AT3G04610,4,5,2,3,2,0
AT1G16350,3,5,2,2,1,0
AT4G00490,4,5,2,1,1,0
AT3G50820,3,5,1,5,1,3
AT5G66570,4,5,1,5,2,3
AT4G32180,4,5,1,4,1,3
AT3G57520,4,5,1,2,2,3
AT3G06860,9,5,1,7,2,2
AT5G49650,6,5,1,4,3,2
AT4G35260,4,5,1,4,3,1
AT3G10340,4,5,1,4,2,1
AT2G25970,5,5,1,3,1,1
AT1G65010,7,5,1,3,2,1
AT1G68560,4,5,1,2,5,1
AT5G13480,5,5,1,5,4,0
AT3G59480,5,5,1,3,1,0
AT5G57850,1,5,1,2,0,0
AT1G65450,1,5,1,2,0,0
AT5G08280,3,5,1,2,5,0
AT3G14240,3,5,0,3,1,2
AT5G58330,4,5,0,6,4,1
AT4G39980,2,5,0,3,0,1
AT5G56740,4,5,0,3,1,1
AT1G79870,4,5,0,2,0,0
AT5G16710,1,5,0,1,0,0
AT5G03740,3,6,17,15,198,139
AT3G08530,6,6,11,8,5,4
AT3G11130,5,6,10,8,4,3
AT5G18420,5,6,9,7,10,9
AT5G49830,5,6,9,4,5,5
AT5G56360,6,6,9,7,2,3
AT2G46290,5,6,8,6,3,16
AT5G22510,4,6,8,6,4,4
AT5G51430,5,6,8,8,6,2
AT5G64760,7,6,7,7,7,6
AT3G06930,10,6,7,7,9,4
AT2G17420,5,6,7,7,1,2
AT3G55700,2,6,7,8,0,1
AT4G31700,7,6,7,6,7,1
AT5G05780,7,6,6,6,9,16
AT2G42590,6,6,6,4,4,6
